Time,Wind1VelX,Wind1VelY,Wind1VelZ,GenPwr
0.0,6.371,-0.3051,0.2766,14840.0
0.05,6.605,-0.2759,0.2684,14280.0
0.1,6.838,-0.2468,0.2602,14150.0
0.15,6.816,-0.3603,0.2163,14270.0
0.2,6.793,-0.4738,0.1724,14290.0
0.25,6.757,-0.5296,0.1407,14190.0
0.3,6.72,-0.5854,0.1089,14260.0
0.35,6.676,-0.5651,0.08918,14600.0
0.4,6.631,-0.5447,0.06948,14850.0
0.45,6.612,-0.4783,0.06183,14710.0
0.5,6.593,-0.412,0.05419,14350.0
0.55,6.613,-0.2963,0.09029,14130.0
0.6,6.632,-0.1806,0.1264,14120.0
0.65,6.679,-0.1637,0.09861,14030.0
0.7,6.726,-0.1468,0.07084,13750.0
0.75,6.686,-0.09069,0.1029,13540.0
0.8,6.647,-0.03463,0.1349,13660.0
0.85,6.645,0.1297,0.2021,13980.0
0.9,6.644,0.2941,0.2694,14100.0
0.95,6.456,0.2259,0.2145,13960.0
1.0,6.269,0.1578,0.1595,13830.0
1.05,6.4,0.09866,0.1678,13890.0
1.1,6.532,0.03958,0.1762,13930.0
1.15,6.602,0.05854,0.1379,13720.0
1.2,6.672,0.0775,0.09972,13400.0
1.25,6.669,-0.04796,0.1907,13290.0
1.3,6.665,-0.1734,0.2817,13450.0
1.35,6.746,-0.1821,0.1871,13590.0
1.4,6.828,-0.1907,0.09258,13530.0
1.45,6.865,-0.1443,0.1246,13420.0
1.5,6.903,-0.09784,0.1566,13460.0
1.55,6.927,-0.2178,0.1869,13570.0
1.6,6.952,-0.3378,0.2171,13500.0
1.65,6.921,-0.3066,0.3542,13200.0
1.7,6.889,-0.2754,0.4913,12960.0
1.75,6.869,-0.2403,0.5722,12950.0
1.8,6.849,-0.2053,0.6532,13040.0
1.85,6.792,-0.1736,0.4892,13020.0
1.9,6.734,-0.1418,0.3251,12930.0
1.95,6.787,-0.1209,0.1988,12960.0
2.0,6.839,-0.1,0.07237,13140.0
2.05,6.897,-0.05112,0.02709,13230.0
2.1,6.955,-0.002199,-0.01818,13070.0
2.15,6.925,-0.1149,-0.1029,12800.0
2.2,6.894,-0.2276,-0.1875,12650.0
2.25,6.783,-0.3581,-0.1076,12630.0
2.3,6.672,-0.4886,-0.02769,12540.0
2.35,6.615,-0.5098,-0.03109,12340.0
2.4,6.558,-0.531,-0.03448,12230.0
2.45,6.558,-0.524,-0.0113,12350.0
2.5,6.558,-0.517,0.01189,12550.0
2.55,6.492,-0.5564,0.05512,12600.0
2.6,6.426,-0.5958,0.09836,12490.0
2.65,6.402,-0.7161,0.2678,12420.0
2.7,6.378,-0.8363,0.4373,12430.0
2.75,6.413,-0.8327,0.367,12380.0
2.8,6.447,-0.8292,0.2968,12150.0
2.85,6.407,-0.7963,0.3236,11880.0
2.9,6.367,-0.7635,0.3504,11760.0
2.95,6.391,-0.8217,0.3538,11820.0
3.0,6.414,-0.88,0.3572,11860.0
3.05,6.384,-0.8657,0.3826,11800.0
3.1,6.354,-0.8514,0.408,11750.0
3.15,6.355,-0.9157,0.471,11820.0
3.2,6.355,-0.98,0.5339,11920.0
3.25,6.455,-0.9182,0.5191,11870.0
3.3,6.555,-0.8564,0.5044,11680.0
3.35,6.513,-0.8947,0.3536,11520.0
3.4,6.471,-0.933,0.2028,11470.0
3.45,6.381,-0.9226,0.05869,11450.0
3.5,6.292,-0.9122,-0.08545,11340.0
3.55,6.247,-0.8779,-0.1226,11200.0
3.6,6.203,-0.8437,-0.1599,11190.0
3.65,6.244,-0.8411,-0.134,11280.0
3.7,6.286,-0.8385,-0.1082,11330.0
3.75,6.301,-0.8164,-0.1272,11230.0
