Time,Wind1VelX,Wind1VelY,Wind1VelZ,GenPwr
0.0,5.828,-0.4067,0.3687,14840.0
0.05,6.14,-0.3679,0.3579,14280.0
0.1,6.451,-0.3291,0.347,14160.0
0.15,6.421,-0.4804,0.2884,14270.0
0.2,6.391,-0.6317,0.2299,14290.0
0.25,6.343,-0.7061,0.1875,14190.0
0.3,6.295,-0.7805,0.1452,14270.0
0.35,6.235,-0.7534,0.1189,14590.0
0.4,6.176,-0.7263,0.09264,14840.0
0.45,6.15,-0.6378,0.08245,14710.0
0.5,6.125,-0.5493,0.07225,14350.0
0.55,6.151,-0.395,0.1204,14130.0
0.6,6.177,-0.2408,0.1685,14120.0
0.65,6.24,-0.2182,0.1315,14030.0
0.7,6.302,-0.1957,0.09445,13750.0
0.75,6.25,-0.1209,0.1371,13540.0
0.8,6.197,-0.04617,0.1798,13670.0
0.85,6.194,0.173,0.2695,13970.0
0.9,6.192,0.3921,0.3592,14090.0
0.95,5.942,0.3012,0.286,13950.0
1.0,5.692,0.2103,0.2127,13830.0
1.05,5.867,0.1316,0.2238,13890.0
1.1,6.043,0.05277,0.2349,13920.0
1.15,6.137,0.07805,0.1839,13720.0
1.2,6.231,0.1033,0.133,13400.0
1.25,6.226,-0.06394,0.2542,13290.0
1.3,6.22,-0.2312,0.3755,13440.0
1.35,6.329,-0.2428,0.2495,13580.0
1.4,6.438,-0.2543,0.1234,13530.0
1.45,6.488,-0.1924,0.1661,13420.0
1.5,6.538,-0.1305,0.2088,13460.0
1.55,6.57,-0.2904,0.2491,13570.0
1.6,6.602,-0.4504,0.2895,13490.0
1.65,6.561,-0.4088,0.4722,13200.0
1.7,6.52,-0.3672,0.655,12950.0
1.75,6.493,-0.3205,0.763,12940.0
1.8,6.465,-0.2737,0.8709,13030.0
1.85,6.389,-0.2314,0.6522,13020.0
1.9,6.313,-0.1891,0.4335,12930.0
1.95,6.382,-0.1612,0.265,12960.0
2.0,6.452,-0.1334,0.09649,13140.0
2.05,6.53,-0.06816,0.03613,13220.0
2.1,6.607,-0.002932,-0.02424,13060.0
2.15,6.567,-0.1532,-0.1371,12790.0
2.2,6.526,-0.3034,-0.2501,12640.0
2.25,6.377,-0.4775,-0.1435,12610.0
2.3,6.229,-0.6515,-0.03692,12530.0
2.35,6.154,-0.6797,-0.04145,12340.0
2.4,6.078,-0.708,-0.04598,12240.0
2.45,6.078,-0.6986,-0.01506,12350.0
2.5,6.078,-0.6893,0.01585,12540.0
2.55,5.99,-0.7419,0.0735,12590.0
2.6,5.902,-0.7944,0.1311,12480.0
2.65,5.87,-0.9548,0.3571,12400.0
2.7,5.838,-1.115,0.583,12410.0
2.75,5.884,-1.11,0.4893,12360.0
2.8,5.93,-1.106,0.3957,12140.0
2.85,5.877,-1.062,0.4315,11870.0
2.9,5.824,-1.018,0.4673,11760.0
2.95,5.855,-1.096,0.4718,11820.0
3.0,5.886,-1.173,0.4763,11860.0
3.05,5.846,-1.154,0.5102,11800.0
3.1,5.805,-1.135,0.544,11740.0
3.15,5.807,-1.221,0.628,11810.0
3.2,5.808,-1.307,0.7119,11900.0
3.25,5.94,-1.224,0.6922,11850.0
3.3,6.072,-1.142,0.6725,11660.0
3.35,6.017,-1.193,0.4715,11490.0
3.4,5.961,-1.244,0.2704,11450.0
3.45,5.842,-1.23,0.07826,11440.0
3.5,5.724,-1.216,-0.1139,11330.0
3.55,5.664,-1.171,-0.1635,11200.0
