Time,Wind1VelX,Wind1VelY,Wind1VelZ,GenPwr
0.0,8.009,-0.4894,0.3227,14840.0
0.05,8.296,-0.4573,0.3128,14290.0
0.1,8.584,-0.4252,0.303,14190.0
0.15,8.556,-0.5648,0.2498,14320.0
0.2,8.528,-0.7044,0.1965,14330.0
0.25,8.487,-0.7706,0.1579,14210.0
0.3,8.447,-0.8368,0.1193,14280.0
0.35,8.398,-0.8097,0.09548,14620.0
0.4,8.349,-0.7826,0.07169,14870.0
0.45,8.33,-0.7031,0.06213,14740.0
0.5,8.311,-0.6237,0.05257,14390.0
0.55,8.339,-0.4859,0.09634,14200.0
0.6,8.367,-0.348,0.1401,14200.0
0.65,8.425,-0.3285,0.1059,14100.0
0.7,8.484,-0.3089,0.07169,13810.0
0.75,8.436,-0.2376,0.1101,13600.0
0.8,8.387,-0.1662,0.1485,13750.0
0.85,8.393,0.03241,0.2297,14070.0
0.9,8.398,0.2311,0.3108,14180.0
0.95,8.171,0.1534,0.2437,14050.0
1.0,7.945,0.07568,0.1766,13950.0
1.05,8.105,-0.0003102,0.1866,14030.0
1.1,8.265,-0.0763,0.1965,14070.0
1.15,8.349,-0.05505,0.1499,13870.0
1.2,8.432,-0.03381,0.1032,13580.0
1.25,8.424,-0.1845,0.2132,13490.0
1.3,8.416,-0.3353,0.3233,13650.0
1.35,8.518,-0.3468,0.2083,13780.0
1.4,8.621,-0.3582,0.09329,13710.0
1.45,8.67,-0.2992,0.1318,13610.0
1.5,8.719,-0.2401,0.1703,13670.0
1.55,8.748,-0.3868,0.2064,13790.0
1.6,8.777,-0.5335,0.2424,13720.0
1.65,8.742,-0.4933,0.4081,13460.0
1.7,8.706,-0.4532,0.5739,13250.0
1.75,8.685,-0.4125,0.6717,13280.0
1.8,8.664,-0.3719,0.7696,13380.0
1.85,8.597,-0.3333,0.5712,13350.0
1.9,8.531,-0.2947,0.3728,13250.0
1.95,8.594,-0.2709,0.2204,13290.0
2.0,8.658,-0.2472,0.06805,13480.0
2.05,8.732,-0.1878,0.01386,13570.0
2.1,8.807,-0.1284,-0.04033,13420.0
2.15,8.767,-0.2624,-0.1427,13190.0
2.2,8.728,-0.3964,-0.2451,13090.0
2.25,8.592,-0.5543,-0.1481,13090.0
2.3,8.455,-0.7121,-0.05123,13000.0
2.35,8.389,-0.736,-0.05572,12810.0
2.4,8.322,-0.7599,-0.06022,12730.0
2.45,8.322,-0.748,-0.0325,12850.0
2.5,8.322,-0.736,-0.004779,13050.0
2.55,8.243,-0.7827,0.04655,13110.0
2.6,8.163,-0.8294,0.09787,13030.0
2.65,8.13,-0.9756,0.3029,12990.0
2.7,8.097,-1.122,0.5079,13030.0
2.75,8.138,-1.117,0.4221,13000.0
2.8,8.179,-1.111,0.3363,12790.0
2.85,8.132,-1.072,0.3684,12540.0
2.9,8.085,-1.033,0.4005,12460.0
2.95,8.112,-1.103,0.4046,12520.0
3.0,8.138,-1.173,0.4087,12560.0
3.05,8.103,-1.156,0.4393,12500.0
3.1,8.068,-1.14,0.4699,12480.0
3.15,8.068,-1.218,0.5465,12600.0
3.2,8.067,-1.296,0.6232,12730.0
3.25,8.19,-1.223,0.6059,12710.0
3.3,8.313,-1.15,0.5886,12550.0
3.35,8.262,-1.196,0.4068,12420.0
3.4,8.21,-1.242,0.225,12400.0
3.45,8.1,-1.228,0.05133,12370.0
3.5,7.99,-1.213,-0.1223,12250.0
3.55,7.938,-1.168,-0.1662,12120.0
3.6,7.886,-1.123,-0.2101,12140.0
3.65,7.938,-1.121,-0.1782,12270.0
3.7,7.99,-1.119,-0.1462,12340.0
3.75,8.01,-1.094,-0.1688,12280.0
3.8,8.031,-1.069,-0.1914,12190.0
3.85,8.089,-0.8888,-0.2887,12180.0
3.9,8.147,-0.7084,-0.3861,12200.0
3.95,8.145,-0.6469,-0.3968,12120.0
4.0,8.142,-0.5853,-0.4074,11970.0
4.05,8.031,-0.6579,-0.3307,11890.0
4.1,7.919,-0.7304,-0.2541,11940.0
4.15,8.083,-0.6648,-0.03947,12000.0
4.2,8.248,-0.5992,0.1751,11960.0
4.25,8.218,-0.5763,0.1449,11860.0
4.3,8.188,-0.5533,0.1147,11830.0
4.35,8.175,-0.6177,0.1176,11860.0
4.4,8.162,-0.6821,0.1204,11850.0
4.45,8.108,-0.7647,0.05161,11730.0
4.5,8.055,-0.8474,-0.0172,11600.0
4.55,7.983,-0.766,-0.0007646,11580.0
4.6,7.911,-0.6845,0.01568,11620.0
4.65,7.914,-0.7154,0.1147,11620.0
4.7,7.917,-0.7463,0.2137,11560.0
4.75,7.834,-0.649,0.2504,11530.0
4.8,7.752,-0.5518,0.2871,11590.0
4.85,7.769,-0.359,0.2181,11640.0
4.9,7.786,-0.1662,0.1491,11570.0
4.95,7.751,-0.2055,0.1803,11430.0
5.0,7.717,-0.2447,0.2114,11330.0
5.05,7.781,-0.1047,0.09501,11310.0
5.1,7.846,0.03536,-0.02141,11290.0
5.15,7.904,0.1838,0.06499,11210.0
5.2,7.963,0.3322,0.1514,11150.0
5.25,7.902,0.3482,0.02026,11180.0
5.3,7.841,0.3641,-0.1109,11270.0
5.35,7.975,0.2398,-0.1045,11300.0
5.4,8.109,0.1154,-0.09807,11230.0
5.45,8.127,0.07816,-0.08287,11160.0
5.5,8.144,0.04094,-0.06767,11140.0
5.55,8.09,0.004808,-0.01892,11120.0
5.6,8.036,-0.03133,0.02982,11030.0
5.65,8.027,-0.02854,0.107,10900.0
5.7,8.018,-0.02574,0.1841,10830.0
5.75,8.033,-0.038,0.1817,10860.0
5.8,8.049,-0.05025,0.1793,10900.0
5.85,8.007,-0.08917,0.2879,10880.0
5.9,7.966,-0.1281,0.3965,10840.0
5.95,7.994,-0.1773,0.4205,10860.0
6.0,8.023,-0.2264,0.4444,10900.0
6.05,8.163,-0.2033,0.5456,10880.0
6.1,8.302,-0.1802,0.6467,10780.0
6.15,8.407,-0.3193,0.657,10670.0
6.2,8.512,-0.4584,0.6673,10630.0
6.25,8.401,-0.3911,0.6606,10630.0
6.3,8.289,-0.3238,0.654,10590.0
6.35,8.274,-0.31,0.6538,10520.0
6.4,8.258,-0.2962,0.6536,10500.0
6.45,8.343,-0.43,0.7061,10540.0
6.5,8.427,-0.5639,0.7587,10560.0
6.55,8.475,-0.4542,0.7414,10520.0
6.6,8.522,-0.3446,0.7241,10450.0
6.65,8.6,-0.2025,0.7861,10420.0
6.7,8.678,-0.06048,0.8482,10430.0
6.75,8.836,-0.001706,0.7407,10400.0
6.8,8.993,0.05707,0.6333,10320.0
6.85,8.989,0.1949,0.6277,10260.0
6.9,8.984,0.3328,0.622,10260.0
6.95,9.004,0.2529,0.5198,10280.0
7.0,9.024,0.1731,0.4175,10270.0
7.05,9.005,0.1455,0.5041,10220.0
7.1,8.986,0.1179,0.5907,10190.0
7.15,8.914,0.2177,0.5662,10190.0
7.2,8.843,0.3176,0.5417,10180.0
7.25,8.796,0.2115,0.5875,10110.0
7.3,8.749,0.1055,0.6333,10020.0
7.35,8.749,0.07956,0.5066,9978.0
7.4,8.749,0.05366,0.3798,9989.0
7.45,8.639,0.1628,0.3235,9994.0
7.5,8.528,0.272,0.2672,9965.0
7.55,8.588,0.303,0.2658,9943.0
7.6,8.649,0.334,0.2644,9960.0
7.65,8.638,0.3196,0.2463,9981.0
7.7,8.627,0.3052,0.2282,9950.0
7.75,8.63,0.3227,0.2016,9871.0
7.8,8.633,0.3403,0.1749,9807.0
7.85,8.734,0.3392,0.1738,9790.0
7.9,8.835,0.3381,0.1726,9782.0
7.95,8.867,0.3181,0.1789,9744.0
8.0,8.9,0.2981,0.1852,9702.0
8.05,8.951,0.4854,0.1769,9704.0
8.1,9.001,0.6728,0.1686,9743.0
8.15,8.972,0.7002,0.06194,9764.0
8.2,8.943,0.7277,-0.04473,9740.0
8.25,8.843,0.5744,-0.02256,9704.0
8.3,8.742,0.4212,-0.0003823,9693.0
8.35,8.822,0.2686,0.1006,9690.0
8.4,8.901,0.116,0.2017,9651.0
8.45,8.99,0.0808,0.08296,9583.0
8.5,9.078,0.04559,-0.03575,9536.0
8.55,9.106,0.1295,-0.08382,9536.0
8.6,9.133,0.2134,-0.1319,9549.0
8.65,9.111,0.2323,-0.1193,9537.0
8.7,9.088,0.2512,-0.1067,9515.0
8.75,9.134,0.2323,-0.00822,9521.0
8.8,9.18,0.2134,0.09023,9552.0
8.85,9.064,0.3556,0.1416,9564.0
8.9,8.949,0.4978,0.1929,9534.0
8.95,9.081,0.4437,0.2859,9493.0
9.0,9.212,0.3896,0.3789,9476.0
9.05,9.241,0.2264,0.4434,9474.0
9.1,9.27,0.06327,0.5079,9452.0
9.15,9.202,0.1309,0.5804,9411.0
9.2,9.134,0.1985,0.6528,9389.0
9.25,9.108,0.1386,0.8054,9402.0
9.3,9.082,0.07878,0.9579,9425.0
9.35,8.98,0.129,0.9231,9423.0
9.4,8.879,0.1793,0.8883,9403.0
9.45,8.865,0.07615,0.8208,9399.0
9.5,8.851,-0.02698,0.7534,9417.0
9.55,8.885,-0.1351,0.7722,9427.0
9.6,8.919,-0.2432,0.791,9404.0
9.65,8.825,-0.2421,0.8329,9369.0
9.7,8.731,-0.241,0.8747,9354.0
9.75,8.654,-0.2647,0.7476,9358.0
9.8,8.577,-0.2885,0.6205,9356.0
9.85,8.652,-0.2329,0.5312,9334.0
9.9,8.726,-0.1774,0.442,9317.0
9.95,8.768,-0.3089,0.4198,9327.0
10.0,8.811,-0.4404,0.3976,9349.0
