Time,Wind1VelX,Wind1VelY,Wind1VelZ,GenPwr
0.0,7.815,-0.5514,0.448,14840.0
0.05,8.218,-0.5037,0.4341,14300.0
0.1,8.621,-0.4561,0.4201,14200.0
0.15,8.584,-0.6508,0.3455,14340.0
0.2,8.547,-0.8454,0.2709,14360.0
0.25,8.489,-0.9391,0.2169,14250.0
0.3,8.432,-1.033,0.1629,14320.0
0.35,8.361,-0.9961,0.1295,14640.0
0.4,8.29,-0.9596,0.09608,14880.0
0.45,8.263,-0.8469,0.08265,14730.0
0.5,8.235,-0.7343,0.06923,14380.0
0.55,8.273,-0.5392,0.1303,14180.0
0.6,8.311,-0.3441,0.1914,14200.0
0.65,8.393,-0.3157,0.1435,14130.0
0.7,8.476,-0.2872,0.09555,13860.0
0.75,8.41,-0.1898,0.1492,13670.0
0.8,8.345,-0.09232,0.2029,13820.0
0.85,8.348,0.1876,0.3168,14130.0
0.9,8.352,0.4676,0.4306,14220.0
0.95,8.035,0.3552,0.3363,14080.0
1.0,7.718,0.2428,0.2419,13980.0
1.05,7.944,0.1389,0.2559,14060.0
1.1,8.17,0.03505,0.2698,14120.0
1.15,8.291,0.06668,0.2039,13950.0
1.2,8.411,0.09831,0.1379,13680.0
1.25,8.403,-0.1143,0.2926,13610.0
1.3,8.396,-0.327,0.4472,13770.0
1.35,8.539,-0.3424,0.2857,13900.0
1.4,8.683,-0.3578,0.1242,13840.0
1.45,8.75,-0.2759,0.1778,13740.0
1.5,8.818,-0.1941,0.2314,13800.0
1.55,8.862,-0.3992,0.2819,13920.0
1.6,8.905,-0.6044,0.3325,13860.0
1.65,8.855,-0.5495,0.5649,13600.0
1.7,8.804,-0.4945,0.7973,13410.0
1.75,8.774,-0.4355,0.9348,13440.0
1.8,8.743,-0.3766,1.072,13550.0
1.85,8.649,-0.3221,0.794,13530.0
1.9,8.555,-0.2676,0.5157,13450.0
1.95,8.646,-0.2329,0.3022,13500.0
2.0,8.737,-0.1983,0.08871,13690.0
2.05,8.841,-0.1143,0.01303,13790.0
2.1,8.944,-0.03035,-0.06265,13660.0
2.15,8.891,-0.2199,-0.2064,13440.0
2.2,8.838,-0.4095,-0.3501,13350.0
2.25,8.649,-0.6317,-0.214,13350.0
2.3,8.46,-0.854,-0.07791,13270.0
2.35,8.367,-0.8882,-0.08449,13090.0
2.4,8.273,-0.9224,-0.09108,13010.0
2.45,8.274,-0.9074,-0.05238,13130.0
2.5,8.275,-0.8925,-0.01369,13330.0
2.55,8.164,-0.9587,0.05817,13390.0
2.6,8.054,-1.025,0.13,13330.0
2.65,8.011,-1.229,0.4175,13310.0
2.7,7.969,-1.434,0.7049,13380.0
2.75,8.027,-1.427,0.5844,13360.0
2.8,8.086,-1.42,0.4638,13170.0
2.85,8.021,-1.364,0.5088,12940.0
2.9,7.955,-1.308,0.5538,12860.0
2.95,7.995,-1.407,0.5592,12920.0
3.0,8.035,-1.506,0.5646,12950.0
3.05,7.985,-1.482,0.6074,12900.0
3.1,7.936,-1.458,0.6502,12890.0
3.15,7.937,-1.567,0.758,13010.0
3.2,7.938,-1.677,0.8657,13150.0
3.25,8.11,-1.573,0.8418,13150.0
3.3,8.283,-1.469,0.8178,13010.0
3.35,8.212,-1.535,0.5632,12890.0
3.4,8.141,-1.6,0.3085,12880.0
3.45,7.988,-1.581,0.06541,12860.0
3.5,7.836,-1.561,-0.1777,12760.0
3.55,7.762,-1.501,-0.2391,12660.0
3.6,7.688,-1.44,-0.3006,12690.0
3.65,7.761,-1.437,-0.2555,12820.0
3.7,7.834,-1.433,-0.2103,12880.0
3.75,7.862,-1.397,-0.2416,12820.0
3.8,7.89,-1.362,-0.273,12740.0
3.85,7.97,-1.107,-0.4096,12740.0
3.9,8.051,-0.8514,-0.5462,12770.0
3.95,8.045,-0.7666,-0.5612,12700.0
4.0,8.04,-0.6817,-0.5762,12580.0
4.05,7.884,-0.7854,-0.4689,12530.0
4.1,7.729,-0.889,-0.3617,12590.0
4.15,7.961,-0.795,-0.0608,12650.0
4.2,8.192,-0.701,0.2401,12610.0
4.25,8.151,-0.6681,0.1975,12530.0
4.3,8.109,-0.6352,0.155,12520.0
4.35,8.091,-0.7245,0.1589,12560.0
4.4,8.073,-0.8138,0.1627,12540.0
4.45,7.998,-0.9314,0.06594,12430.0
4.5,7.923,-1.049,-0.0308,12330.0
4.55,7.822,-0.9363,-0.008028,12320.0
4.6,7.721,-0.8237,0.01474,12380.0
4.65,7.727,-0.867,0.1536,12380.0
4.7,7.733,-0.9104,0.2924,12350.0
4.75,7.618,-0.7749,0.3439,12350.0
4.8,7.503,-0.6394,0.3954,12420.0
4.85,7.527,-0.368,0.2982,12450.0
4.9,7.551,-0.0966,0.2011,12380.0
4.95,7.501,-0.1528,0.2449,12260.0
5.0,7.452,-0.209,0.2888,12190.0
5.05,7.539,-0.01133,0.125,12200.0
5.1,7.626,0.1864,-0.03869,12180.0
5.15,7.707,0.3937,0.08265,12120.0
5.2,7.787,0.601,0.204,12080.0
5.25,7.702,0.6243,0.01987,12120.0
5.3,7.616,0.6476,-0.1643,12190.0
5.35,7.809,0.4751,-0.1553,12210.0
5.4,8.002,0.3026,-0.1464,12160.0
5.45,8.026,0.2509,-0.1256,12110.0
5.5,8.051,0.1992,-0.1048,12120.0
5.55,7.975,0.1468,-0.03646,12120.0
5.6,7.899,0.09446,0.03185,12050.0
5.65,7.888,0.09809,0.1396,11950.0
5.7,7.878,0.1017,0.2474,11910.0
5.75,7.901,0.08356,0.2433,11940.0
5.8,7.924,0.0654,0.2393,11970.0
5.85,7.864,0.01154,0.3913,11950.0
5.9,7.805,-0.04232,0.5433,11910.0
5.95,7.847,-0.1111,0.5763,11920.0
6.0,7.89,-0.1799,0.6094,11950.0
6.05,8.085,-0.1464,0.7508,11940.0
6.1,8.28,-0.1128,0.8923,11870.0
6.15,8.428,-0.3058,0.9067,11800.0
6.2,8.577,-0.4988,0.921,11790.0
6.25,8.42,-0.4071,0.9111,11810.0
6.3,8.263,-0.3154,0.9013,11800.0
6.35,8.239,-0.2954,0.9007,11750.0
6.4,8.215,-0.2753,0.9002,11730.0
6.45,8.337,-0.462,0.9738,11760.0
6.5,8.458,-0.6488,1.047,11780.0
6.55,8.522,-0.4939,1.023,11740.0
6.6,8.587,-0.3389,0.9984,11670.0
6.65,8.696,-0.1385,1.086,11640.0
6.7,8.804,0.06198,1.173,11640.0
6.75,9.024,0.147,1.022,11640.0
6.8,9.244,0.2321,0.8713,11600.0
6.85,9.235,0.4244,0.8636,11570.0
6.9,9.227,0.6168,0.856,11610.0
6.95,9.257,0.5037,0.7124,11670.0
7.0,9.287,0.3907,0.5688,11670.0
7.05,9.26,0.3526,0.6906,11620.0
7.1,9.233,0.3146,0.8123,11560.0
7.15,9.129,0.4546,0.7782,11540.0
7.2,9.025,0.5946,0.7441,11530.0
7.25,8.963,0.4439,0.8086,11470.0
7.3,8.9,0.2932,0.8731,11410.0
7.35,8.901,0.2562,0.6956,11410.0
7.4,8.903,0.2193,0.518,11460.0
7.45,8.745,0.3719,0.4393,11510.0
7.5,8.587,0.5245,0.3606,11520.0
7.55,8.671,0.5687,0.3588,11520.0
7.6,8.754,0.6129,0.3569,11540.0
7.65,8.74,0.5905,0.3321,11560.0
7.7,8.725,0.5681,0.3072,11530.0
7.75,8.728,0.5948,0.2697,11450.0
7.8,8.731,0.6215,0.2322,11380.0
7.85,8.872,0.62,0.2308,11370.0
7.9,9.013,0.6185,0.2295,11380.0
7.95,9.059,0.5907,0.2385,11370.0
8.0,9.105,0.5629,0.2474,11360.0
8.05,9.173,0.8249,0.2358,11390.0
8.1,9.242,1.087,0.2243,11460.0
8.15,9.201,1.124,0.07476,11490.0
8.2,9.16,1.162,-0.07476,11470.0
8.25,9.021,0.9461,-0.04343,11430.0
8.3,8.881,0.7305,-0.01211,11400.0
8.35,8.994,0.5165,0.1295,11380.0
8.4,9.106,0.3026,0.2711,11330.0
8.45,9.23,0.2543,0.1046,11280.0
8.5,9.353,0.206,-0.06186,11270.0
8.55,9.391,0.3236,-0.1292,11310.0
8.6,9.429,0.4411,-0.1966,11370.0
8.65,9.398,0.467,-0.1794,11400.0
8.7,9.366,0.4928,-0.1621,11400.0
8.75,9.429,0.4663,-0.02435,11410.0
8.8,9.492,0.4398,0.1134,11420.0
8.85,9.327,0.6388,0.185,11400.0
8.9,9.162,0.8378,0.2566,11340.0
8.95,9.349,0.7636,0.3867,11290.0
9.0,9.535,0.6894,0.5167,11270.0
9.05,9.578,0.4603,0.6067,11290.0
9.1,9.62,0.2312,0.6968,11310.0
9.15,9.523,0.3246,0.798,11320.0
9.2,9.426,0.418,0.8992,11350.0
9.25,9.39,0.3364,1.113,11400.0
9.3,9.354,0.2547,1.327,11410.0
9.35,9.212,0.3248,1.278,11390.0
9.4,9.07,0.3949,1.229,11340.0
9.45,9.051,0.2505,1.134,11320.0
9.5,9.032,0.106,1.039,11320.0
9.55,9.079,-0.04402,1.066,11310.0
9.6,9.126,-0.1941,1.093,11290.0
9.65,8.996,-0.1932,1.151,11300.0
9.7,8.865,-0.1923,1.21,11340.0
9.75,8.758,-0.2259,1.032,11400.0
9.8,8.651,-0.2594,0.8539,11430.0
9.85,8.757,-0.1814,0.729,11440.0
9.9,8.863,-0.1034,0.6041,11430.0
9.95,8.924,-0.2879,0.5734,11410.0
10.0,8.986,-0.4723,0.5428,11380.0
10.05,9.041,-0.455,0.4327,11320.0
10.1,9.097,-0.4377,0.3227,11270.0
10.15,9.326,-0.412,0.4101,11250.0
10.2,9.555,-0.3864,0.4975,11290.0
10.25,9.472,-0.6441,0.4949,11340.0
10.3,9.389,-0.9019,0.4922,11400.0
10.35,9.285,-0.8549,0.4422,11440.0
10.4,9.181,-0.8078,0.3922,11470.0
10.45,9.111,-0.9416,0.3199,11480.0
10.5,9.04,-1.075,0.2477,11430.0
10.55,9.059,-0.9128,0.3739,11370.0
10.6,9.078,-0.7501,0.5001,11310.0
10.65,9.095,-0.6465,0.2899,11290.0
10.7,9.112,-0.5428,0.07976,11300.0
10.75,8.991,-0.6418,0.201,11330.0
10.8,8.87,-0.7407,0.3222,11360.0
10.85,8.89,-0.6446,0.4446,11410.0
10.9,8.91,-0.5484,0.567,11450.0
10.95,8.872,-0.726,0.6048,11470.0
11.0,8.833,-0.9036,0.6425,11460.0
11.05,8.995,-0.9074,0.7204,11410.0
11.1,9.157,-0.9113,0.7984,11370.0
11.15,9.194,-0.9435,0.7851,11350.0
11.2,9.23,-0.9758,0.7718,11330.0
11.25,9.16,-0.9609,0.5895,11310.0
11.3,9.089,-0.9459,0.4072,11310.0
11.35,9.162,-0.9004,0.1994,11330.0
11.4,9.235,-0.8549,-0.008423,11370.0
11.45,9.356,-0.8234,0.03817,11410.0
11.5,9.477,-0.792,0.08476,11430.0
11.55,9.397,-0.7707,0.1148,11440.0
11.6,9.318,-0.7493,0.1448,11450.0
11.65,9.453,-0.8487,0.1618,11440.0
11.7,9.589,-0.948,0.1787,11410.0
11.75,9.698,-0.9472,0.1664,11360.0
11.8,9.807,-0.9463,0.154,11330.0
11.85,9.901,-1.071,0.1569,11340.0
11.9,9.995,-1.195,0.1598,11360.0
11.95,10.1,-1.087,0.1479,11390.0
12.0,10.21,-0.978,0.1361,11430.0
12.05,10.09,-0.9602,-0.02909,11470.0
12.1,9.96,-0.9425,-0.1943,11500.0
12.15,9.999,-0.9671,-0.3973,11500.0
12.2,10.04,-0.9916,-0.6004,11470.0
12.25,9.936,-0.9553,-0.4893,11440.0
